timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], temperature.gpu, fan.speed [%]
2026/05/30 02:53:17.827, 100 %, 55 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 02:53:18.829, 100 %, 61 %, 21817 MiB, 2265 MiB, 82, 100 %
2026/05/30 02:53:19.830, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:53:20.832, 100 %, 63 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:53:21.834, 100 %, 87 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:53:22.836, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:53:23.837, 100 %, 71 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:53:24.838, 100 %, 96 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:53:25.840, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:53:26.842, 100 %, 100 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:53:27.843, 100 %, 74 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:53:28.845, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:53:29.846, 100 %, 46 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:53:30.848, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:53:31.849, 100 %, 60 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:53:32.850, 100 %, 48 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:53:33.852, 100 %, 100 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:53:34.854, 94 %, 95 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:53:35.855, 100 %, 68 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:53:36.857, 100 %, 85 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:53:37.858, 100 %, 68 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:53:38.860, 100 %, 45 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:53:39.861, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:53:40.863, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:53:41.865, 100 %, 88 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:53:42.866, 100 %, 89 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:53:43.868, 100 %, 100 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:53:44.869, 100 %, 56 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:53:45.870, 100 %, 93 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:53:46.872, 100 %, 64 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:53:47.873, 100 %, 59 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:53:48.874, 100 %, 60 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:53:49.875, 100 %, 60 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:53:50.877, 100 %, 58 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:53:51.878, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:53:52.880, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:53:53.882, 100 %, 100 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:53:54.883, 100 %, 100 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:53:55.885, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:53:56.886, 100 %, 48 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:53:57.888, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:53:58.890, 100 %, 100 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:53:59.892, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:00.893, 100 %, 54 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:01.895, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:02.897, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:03.898, 100 %, 63 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:54:04.900, 100 %, 76 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:05.901, 100 %, 65 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:06.902, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:07.904, 100 %, 95 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:54:08.906, 100 %, 100 %, 21817 MiB, 2265 MiB, 74, 100 %
2026/05/30 02:54:09.908, 100 %, 92 %, 21817 MiB, 2265 MiB, 74, 100 %
2026/05/30 02:54:10.910, 100 %, 100 %, 21817 MiB, 2265 MiB, 74, 100 %
2026/05/30 02:54:11.912, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:12.913, 100 %, 69 %, 21817 MiB, 2265 MiB, 74, 100 %
2026/05/30 02:54:13.915, 100 %, 100 %, 21817 MiB, 2265 MiB, 74, 100 %
2026/05/30 02:54:14.916, 100 %, 47 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:54:15.917, 100 %, 69 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:16.918, 100 %, 54 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:17.920, 100 %, 100 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:54:18.922, 100 %, 89 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:54:19.923, 100 %, 55 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:54:20.924, 100 %, 46 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:21.925, 100 %, 55 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:54:22.926, 100 %, 58 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:23.928, 100 %, 61 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:24.929, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:25.931, 100 %, 85 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:54:26.932, 100 %, 62 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:27.933, 100 %, 45 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:28.935, 100 %, 62 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:29.936, 100 %, 49 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:30.937, 100 %, 79 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:54:31.939, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:32.940, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:33.941, 100 %, 57 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:34.942, 100 %, 63 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:54:35.944, 100 %, 65 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:54:36.945, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:37.947, 100 %, 76 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:38.948, 100 %, 77 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:39.950, 100 %, 100 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:54:40.952, 100 %, 91 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:41.953, 100 %, 58 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:54:42.955, 100 %, 68 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:43.957, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:54:44.958, 100 %, 83 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:45.960, 100 %, 61 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:54:46.961, 100 %, 89 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:47.962, 100 %, 82 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:48.964, 100 %, 100 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:54:49.966, 100 %, 100 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:54:50.967, 100 %, 94 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:54:51.969, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:54:52.971, 100 %, 72 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:54:53.972, 100 %, 60 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:54:54.974, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:54:55.975, 100 %, 61 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:54:56.976, 100 %, 62 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:54:57.978, 100 %, 60 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:54:58.979, 100 %, 58 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:54:59.981, 100 %, 100 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:55:00.983, 100 %, 73 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:55:01.985, 100 %, 100 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:55:02.986, 100 %, 100 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:55:03.988, 100 %, 59 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:55:04.989, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:55:05.991, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:55:06.992, 100 %, 62 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:55:07.993, 100 %, 97 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:55:08.995, 100 %, 76 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:55:09.997, 100 %, 95 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:55:10.998, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:55:12.000, 100 %, 63 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:55:13.005, 100 %, 90 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:55:14.006, 100 %, 73 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:55:15.008, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:55:16.010, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:55:17.012, 100 %, 100 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 02:55:18.014, 100 %, 99 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:55:19.015, 100 %, 100 %, 21817 MiB, 2265 MiB, 69, 100 %
2026/05/30 02:55:20.016, 0 %, 0 %, 21817 MiB, 2265 MiB, 67, 100 %
2026/05/30 02:55:21.017, 0 %, 0 %, 21817 MiB, 2265 MiB, 65, 100 %
2026/05/30 02:55:22.018, 0 %, 0 %, 21817 MiB, 2265 MiB, 64, 100 %
2026/05/30 02:55:23.019, 0 %, 0 %, 21817 MiB, 2265 MiB, 63, 100 %
2026/05/30 02:55:24.019, 0 %, 0 %, 21817 MiB, 2265 MiB, 62, 98 %
2026/05/30 02:55:25.020, 0 %, 0 %, 21817 MiB, 2265 MiB, 62, 96 %
2026/05/30 02:55:26.021, 0 %, 0 %, 21817 MiB, 2265 MiB, 61, 94 %
2026/05/30 02:55:27.022, 0 %, 0 %, 21817 MiB, 2265 MiB, 60, 91 %
2026/05/30 02:55:28.023, 0 %, 0 %, 21817 MiB, 2265 MiB, 60, 89 %
2026/05/30 02:55:29.024, 0 %, 0 %, 21817 MiB, 2265 MiB, 59, 86 %
2026/05/30 02:55:30.024, 0 %, 0 %, 21817 MiB, 2265 MiB, 59, 84 %
2026/05/30 02:55:31.025, 0 %, 0 %, 21817 MiB, 2265 MiB, 58, 82 %
2026/05/30 02:55:32.026, 0 %, 0 %, 21817 MiB, 2265 MiB, 58, 80 %
2026/05/30 02:55:33.027, 0 %, 0 %, 21817 MiB, 2265 MiB, 57, 78 %
2026/05/30 02:55:34.028, 0 %, 0 %, 21817 MiB, 2265 MiB, 57, 77 %
2026/05/30 02:55:35.029, 0 %, 0 %, 21817 MiB, 2265 MiB, 56, 75 %
2026/05/30 02:55:36.030, 0 %, 0 %, 21817 MiB, 2265 MiB, 55, 73 %
2026/05/30 02:55:37.031, 0 %, 0 %, 21817 MiB, 2265 MiB, 54, 71 %
2026/05/30 02:55:38.032, 0 %, 0 %, 21817 MiB, 2265 MiB, 54, 68 %
2026/05/30 02:55:39.034, 0 %, 0 %, 21817 MiB, 2265 MiB, 53, 66 %
2026/05/30 02:55:40.035, 0 %, 0 %, 21817 MiB, 2265 MiB, 53, 64 %
2026/05/30 02:55:41.036, 0 %, 0 %, 21817 MiB, 2265 MiB, 53, 62 %
2026/05/30 02:55:42.037, 0 %, 0 %, 21817 MiB, 2265 MiB, 52, 61 %
2026/05/30 02:55:43.038, 0 %, 0 %, 21817 MiB, 2265 MiB, 52, 60 %
2026/05/30 02:55:44.040, 0 %, 0 %, 21817 MiB, 2265 MiB, 52, 59 %
2026/05/30 02:55:45.041, 0 %, 0 %, 21817 MiB, 2265 MiB, 51, 58 %
2026/05/30 02:55:46.042, 0 %, 0 %, 21817 MiB, 2265 MiB, 51, 57 %
2026/05/30 02:55:47.043, 0 %, 0 %, 21817 MiB, 2265 MiB, 51, 56 %
2026/05/30 02:55:48.044, 0 %, 0 %, 21817 MiB, 2265 MiB, 50, 55 %
2026/05/30 02:55:49.046, 0 %, 0 %, 21817 MiB, 2265 MiB, 50, 55 %
2026/05/30 02:55:50.047, 0 %, 0 %, 21817 MiB, 2265 MiB, 50, 54 %
2026/05/30 02:55:51.049, 0 %, 0 %, 21817 MiB, 2265 MiB, 50, 54 %
2026/05/30 02:55:52.050, 0 %, 0 %, 21817 MiB, 2265 MiB, 49, 53 %
2026/05/30 02:55:53.051, 0 %, 0 %, 21817 MiB, 2265 MiB, 49, 52 %
2026/05/30 02:55:54.052, 0 %, 0 %, 21817 MiB, 2265 MiB, 49, 52 %
2026/05/30 02:55:55.053, 0 %, 0 %, 21817 MiB, 2265 MiB, 49, 51 %
2026/05/30 02:55:56.055, 0 %, 0 %, 21817 MiB, 2265 MiB, 48, 51 %
2026/05/30 02:55:57.056, 0 %, 0 %, 21817 MiB, 2265 MiB, 48, 50 %
2026/05/30 02:55:58.057, 0 %, 0 %, 21817 MiB, 2265 MiB, 48, 50 %
2026/05/30 02:55:59.058, 0 %, 0 %, 21817 MiB, 2265 MiB, 48, 50 %
2026/05/30 02:56:00.060, 0 %, 0 %, 21817 MiB, 2265 MiB, 47, 49 %
2026/05/30 02:56:01.062, 0 %, 0 %, 21817 MiB, 2265 MiB, 47, 49 %
2026/05/30 02:56:02.063, 0 %, 0 %, 21817 MiB, 2265 MiB, 47, 49 %
2026/05/30 02:56:03.064, 0 %, 0 %, 21817 MiB, 2265 MiB, 47, 48 %
2026/05/30 02:56:04.065, 0 %, 0 %, 21817 MiB, 2265 MiB, 47, 48 %
2026/05/30 02:56:05.066, 0 %, 0 %, 21817 MiB, 2265 MiB, 46, 47 %
2026/05/30 02:56:06.072, 0 %, 0 %, 21817 MiB, 2265 MiB, 46, 47 %
2026/05/30 02:56:07.073, 0 %, 0 %, 21817 MiB, 2265 MiB, 46, 47 %
2026/05/30 02:56:08.074, 0 %, 0 %, 21817 MiB, 2265 MiB, 46, 46 %
2026/05/30 02:56:09.075, 0 %, 0 %, 21817 MiB, 2265 MiB, 46, 46 %
2026/05/30 02:56:10.077, 0 %, 0 %, 21817 MiB, 2265 MiB, 46, 46 %
2026/05/30 02:56:11.078, 0 %, 0 %, 21817 MiB, 2265 MiB, 45, 45 %
2026/05/30 02:56:12.079, 0 %, 0 %, 21817 MiB, 2265 MiB, 45, 45 %
2026/05/30 02:56:13.080, 0 %, 0 %, 21817 MiB, 2265 MiB, 45, 45 %
2026/05/30 02:56:14.081, 0 %, 0 %, 21817 MiB, 2265 MiB, 45, 44 %
2026/05/30 02:56:15.082, 0 %, 0 %, 21817 MiB, 2265 MiB, 45, 44 %
2026/05/30 02:56:16.085, 100 %, 49 %, 21817 MiB, 2265 MiB, 62, 44 %
2026/05/30 02:56:17.087, 95 %, 50 %, 21817 MiB, 2265 MiB, 63, 44 %
2026/05/30 02:56:18.088, 98 %, 90 %, 21817 MiB, 2265 MiB, 58, 45 %
2026/05/30 02:56:19.090, 95 %, 89 %, 21817 MiB, 2265 MiB, 59, 45 %
2026/05/30 02:56:20.091, 97 %, 90 %, 21817 MiB, 2265 MiB, 60, 46 %
2026/05/30 02:56:21.094, 100 %, 54 %, 21817 MiB, 2265 MiB, 64, 47 %
2026/05/30 02:56:22.095, 97 %, 90 %, 21817 MiB, 2265 MiB, 62, 48 %
2026/05/30 02:56:23.097, 95 %, 89 %, 21817 MiB, 2265 MiB, 62, 49 %
2026/05/30 02:56:24.099, 94 %, 88 %, 21817 MiB, 2265 MiB, 63, 50 %
2026/05/30 02:56:25.100, 97 %, 51 %, 21817 MiB, 2265 MiB, 66, 50 %
2026/05/30 02:56:26.103, 97 %, 91 %, 21817 MiB, 2265 MiB, 64, 51 %
2026/05/30 02:56:27.105, 97 %, 91 %, 21817 MiB, 2265 MiB, 65, 52 %
2026/05/30 02:56:28.106, 96 %, 90 %, 21817 MiB, 2265 MiB, 65, 53 %
2026/05/30 02:56:29.107, 93 %, 52 %, 21817 MiB, 2265 MiB, 68, 54 %
2026/05/30 02:56:30.108, 100 %, 55 %, 21817 MiB, 2265 MiB, 69, 55 %
2026/05/30 02:56:31.109, 94 %, 49 %, 21817 MiB, 2265 MiB, 70, 57 %
2026/05/30 02:56:32.111, 100 %, 54 %, 21817 MiB, 2265 MiB, 69, 60 %
2026/05/30 02:56:33.112, 96 %, 70 %, 21817 MiB, 2265 MiB, 71, 62 %
2026/05/30 02:56:34.116, 97 %, 91 %, 21817 MiB, 2265 MiB, 69, 65 %
2026/05/30 02:56:35.118, 100 %, 52 %, 21817 MiB, 2265 MiB, 71, 66 %
2026/05/30 02:56:36.119, 95 %, 75 %, 21817 MiB, 2265 MiB, 69, 68 %
2026/05/30 02:56:37.120, 100 %, 50 %, 21817 MiB, 2265 MiB, 73, 69 %
2026/05/30 02:56:38.122, 100 %, 48 %, 21817 MiB, 2265 MiB, 73, 71 %
2026/05/30 02:56:39.123, 96 %, 88 %, 21817 MiB, 2265 MiB, 71, 72 %
2026/05/30 02:56:40.124, 100 %, 52 %, 21817 MiB, 2265 MiB, 72, 73 %
2026/05/30 02:56:41.126, 95 %, 81 %, 21817 MiB, 2265 MiB, 71, 74 %
2026/05/30 02:56:42.127, 95 %, 72 %, 21817 MiB, 2265 MiB, 71, 76 %
2026/05/30 02:56:43.129, 92 %, 88 %, 21817 MiB, 2265 MiB, 70, 77 %
2026/05/30 02:56:44.131, 94 %, 79 %, 21817 MiB, 2265 MiB, 71, 78 %
2026/05/30 02:56:45.133, 94 %, 53 %, 21817 MiB, 2265 MiB, 73, 79 %
2026/05/30 02:56:46.134, 100 %, 50 %, 21817 MiB, 2265 MiB, 74, 80 %
2026/05/30 02:56:47.135, 93 %, 49 %, 21817 MiB, 2265 MiB, 72, 81 %
2026/05/30 02:56:48.136, 100 %, 53 %, 21817 MiB, 2265 MiB, 75, 82 %
2026/05/30 02:56:49.137, 100 %, 52 %, 21817 MiB, 2265 MiB, 74, 84 %
2026/05/30 02:56:50.139, 95 %, 63 %, 21817 MiB, 2265 MiB, 70, 86 %
2026/05/30 02:56:51.140, 100 %, 52 %, 21817 MiB, 2265 MiB, 75, 87 %
2026/05/30 02:56:52.142, 95 %, 53 %, 21817 MiB, 2265 MiB, 75, 88 %
2026/05/30 02:56:53.143, 94 %, 61 %, 21817 MiB, 2265 MiB, 73, 89 %
2026/05/30 02:56:54.144, 100 %, 52 %, 21817 MiB, 2265 MiB, 76, 89 %
2026/05/30 02:56:55.146, 96 %, 90 %, 21817 MiB, 2265 MiB, 73, 90 %
2026/05/30 02:56:56.147, 94 %, 89 %, 21817 MiB, 2265 MiB, 72, 91 %
2026/05/30 02:56:57.148, 94 %, 89 %, 21817 MiB, 2265 MiB, 73, 91 %
2026/05/30 02:56:58.149, 100 %, 52 %, 21817 MiB, 2265 MiB, 76, 91 %
2026/05/30 02:56:59.151, 93 %, 59 %, 21817 MiB, 2265 MiB, 72, 92 %
2026/05/30 02:57:00.152, 100 %, 52 %, 21817 MiB, 2265 MiB, 77, 92 %
2026/05/30 02:57:01.153, 94 %, 58 %, 21817 MiB, 2265 MiB, 77, 92 %
2026/05/30 02:57:02.154, 94 %, 89 %, 21817 MiB, 2265 MiB, 73, 92 %
2026/05/30 02:57:03.156, 93 %, 84 %, 21817 MiB, 2265 MiB, 73, 92 %
2026/05/30 02:57:04.157, 93 %, 51 %, 21817 MiB, 2265 MiB, 77, 93 %
2026/05/30 02:57:05.158, 93 %, 48 %, 21817 MiB, 2265 MiB, 78, 93 %
2026/05/30 02:57:06.160, 100 %, 53 %, 21817 MiB, 2265 MiB, 77, 93 %
2026/05/30 02:57:07.161, 95 %, 61 %, 21817 MiB, 2265 MiB, 77, 94 %
2026/05/30 02:57:08.162, 100 %, 50 %, 21817 MiB, 2265 MiB, 78, 95 %
2026/05/30 02:57:09.163, 94 %, 75 %, 21817 MiB, 2265 MiB, 74, 95 %
2026/05/30 02:57:10.165, 94 %, 89 %, 21817 MiB, 2265 MiB, 74, 96 %
2026/05/30 02:57:11.166, 94 %, 51 %, 21817 MiB, 2265 MiB, 78, 96 %
2026/05/30 02:57:12.167, 95 %, 90 %, 21817 MiB, 2265 MiB, 75, 97 %
2026/05/30 02:57:13.168, 93 %, 52 %, 21817 MiB, 2265 MiB, 78, 97 %
2026/05/30 02:57:14.170, 94 %, 86 %, 21817 MiB, 2265 MiB, 75, 97 %
2026/05/30 02:57:15.171, 95 %, 91 %, 21817 MiB, 2265 MiB, 75, 98 %
2026/05/30 02:57:16.173, 94 %, 61 %, 21817 MiB, 2265 MiB, 74, 98 %
2026/05/30 02:57:17.175, 100 %, 50 %, 21817 MiB, 2265 MiB, 78, 98 %
2026/05/30 02:57:18.176, 95 %, 62 %, 21817 MiB, 2265 MiB, 78, 98 %
2026/05/30 02:57:19.177, 100 %, 50 %, 21817 MiB, 2265 MiB, 78, 98 %
2026/05/30 02:57:20.179, 93 %, 51 %, 21817 MiB, 2265 MiB, 78, 98 %
2026/05/30 02:57:21.180, 100 %, 53 %, 21817 MiB, 2265 MiB, 78, 99 %
2026/05/30 02:57:22.181, 94 %, 91 %, 21817 MiB, 2265 MiB, 75, 99 %
2026/05/30 02:57:23.182, 100 %, 46 %, 21817 MiB, 2265 MiB, 78, 99 %
2026/05/30 02:57:24.183, 95 %, 62 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:57:25.185, 100 %, 42 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:57:26.186, 100 %, 50 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:57:27.187, 93 %, 49 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:57:28.189, 93 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:57:29.190, 93 %, 83 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:57:30.192, 93 %, 50 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:57:31.193, 93 %, 50 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:57:32.194, 94 %, 92 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:57:33.196, 94 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:57:34.197, 94 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:57:35.198, 93 %, 91 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:57:36.200, 93 %, 50 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:57:37.201, 96 %, 50 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 02:57:38.203, 94 %, 79 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:57:39.204, 93 %, 49 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:57:40.206, 100 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:57:41.208, 93 %, 73 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:57:42.209, 97 %, 71 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:57:43.211, 94 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 02:57:44.213, 96 %, 95 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:57:45.214, 95 %, 94 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:57:46.215, 93 %, 94 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:57:47.217, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:57:48.219, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:57:49.221, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:57:50.223, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:57:51.224, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 02:57:52.226, 100 %, 100 %, 21817 MiB, 2265 MiB, 74, 100 %
2026/05/30 02:57:53.227, 100 %, 100 %, 21817 MiB, 2265 MiB, 74, 100 %
2026/05/30 02:57:54.229, 100 %, 100 %, 21817 MiB, 2265 MiB, 74, 100 %
2026/05/30 02:57:55.230, 100 %, 47 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 02:57:56.232, 100 %, 100 %, 21817 MiB, 2265 MiB, 74, 100 %
2026/05/30 02:57:57.234, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 02:57:58.235, 100 %, 100 %, 21817 MiB, 2265 MiB, 74, 100 %
2026/05/30 02:57:59.237, 100 %, 100 %, 21817 MiB, 2265 MiB, 73, 100 %
2026/05/30 02:58:00.239, 100 %, 100 %, 21817 MiB, 2265 MiB, 73, 100 %
2026/05/30 02:58:01.241, 100 %, 100 %, 21817 MiB, 2265 MiB, 73, 100 %
